vibe_category,vibe_description,song_name,artist_name,recommendation_reasoning,genre_category,comment_score,extraction_confidence,source_url,data_source,relation_type,anchor_reference_artist,anchor_reference_song,delta_description,reasoning_text,playlist_name,playlist_id,curator,sequence_position,spotify_id,popularity,extraction_method,search_query,vibe_category_hint
,EPIC: The Musical (All songs in order) - Updated with Jorge&#x27;s versions of Troy and Cyclopse sagas,My Goodbye,"Jorge Rivera-Herrans, Teagan Earley, Cast of EPIC: The Musical",From Spotify playlist: EPIC: The Musical (All songs in order) (curated by Starisia). Position 9.,,67,high,https://open.spotify.com/playlist/3HvgaZeBWbr7UjFeicPFRI,spotify,,,,,,EPIC: The Musical (All songs in order),3HvgaZeBWbr7UjFeicPFRI,Starisia,8,3VQMdY5HVbRf2YM2pjmbq2,67,spotify_playlist,epic music,epic
,EPIC: The Musical (All songs in order) - Updated with Jorge&#x27;s versions of Troy and Cyclopse sagas,Storm,"Jorge Rivera-Herrans, Cast of EPIC: The Musical, Armando Julián",From Spotify playlist: EPIC: The Musical (All songs in order) (curated by Starisia). Position 10.,,66,high,https://open.spotify.com/playlist/3HvgaZeBWbr7UjFeicPFRI,spotify,,,,,,EPIC: The Musical (All songs in order),3HvgaZeBWbr7UjFeicPFRI,Starisia,9,78Z2qxKiT6mrJrNR8DecZ0,66,spotify_playlist,epic music,epic
,EPIC: The Musical (All songs in order) - Updated with Jorge&#x27;s versions of Troy and Cyclopse sagas,Luck Runs Out,"Jorge Rivera-Herrans, Cast of EPIC: The Musical, Armando Julián",From Spotify playlist: EPIC: The Musical (All songs in order) (curated by Starisia). Position 11.,,67,high,https://open.spotify.com/playlist/3HvgaZeBWbr7UjFeicPFRI,spotify,,,,,,EPIC: The Musical (All songs in order),3HvgaZeBWbr7UjFeicPFRI,Starisia,10,4EXwXh99qHAObiMKu9p222,67,spotify_playlist,epic music,epic
,EPIC: The Musical (All songs in order) - Updated with Jorge&#x27;s versions of Troy and Cyclopse sagas,Keep Your Friends Close,"Jorge Rivera-Herrans, Cast of EPIC: The Musical, Kira Stone, Anna Lea, Miguel Veloso, Armando Julián, Steven Rodriguez Jr.",From Spotify playlist: EPIC: The Musical (All songs in order) (curated by Starisia). Position 12.,,68,high,https://open.spotify.com/playlist/3HvgaZeBWbr7UjFeicPFRI,spotify,,,,,,EPIC: The Musical (All songs in order),3HvgaZeBWbr7UjFeicPFRI,Starisia,11,11u4Q89CWq1R3RKpiIFDz2,68,spotify_playlist,epic music,epic
,EPIC: The Musical (All songs in order) - Updated with Jorge&#x27;s versions of Troy and Cyclopse sagas,Ruthlessness,"Jorge Rivera-Herrans, Cast of EPIC: The Musical, Steven Rodriguez Jr.",From Spotify playlist: EPIC: The Musical (All songs in order) (curated by Starisia). Position 13.,,69,high,https://open.spotify.com/playlist/3HvgaZeBWbr7UjFeicPFRI,spotify,,,,,,EPIC: The Musical (All songs in order),3HvgaZeBWbr7UjFeicPFRI,Starisia,12,5w4DNXyuAZhUO4y3erBg9G,69,spotify_playlist,epic music,epic
,EPIC: The Musical (All songs in order) - Updated with Jorge&#x27;s versions of Troy and Cyclopse sagas,Puppeteer,"Jorge Rivera-Herrans, Armando Julián, Talya Sindel, Cast of EPIC: The Musical",From Spotify playlist: EPIC: The Musical (All songs in order) (curated by Starisia). Position 14.,,68,high,https://open.spotify.com/playlist/3HvgaZeBWbr7UjFeicPFRI,spotify,,,,,,EPIC: The Musical (All songs in order),3HvgaZeBWbr7UjFeicPFRI,Starisia,13,2cKEla5yiK5J6XVeMv9nEo,68,spotify_playlist,epic music,epic
,EPIC: The Musical (All songs in order) - Updated with Jorge&#x27;s versions of Troy and Cyclopse sagas,Wouldn't You Like,"Jorge Rivera-Herrans, TROY, Cast of EPIC: The Musical",From Spotify playlist: EPIC: The Musical (All songs in order) (curated by Starisia). Position 15.,,70,high,https://open.spotify.com/playlist/3HvgaZeBWbr7UjFeicPFRI,spotify,,,,,,EPIC: The Musical (All songs in order),3HvgaZeBWbr7UjFeicPFRI,Starisia,14,1P6qJ2YZjVlsxO8JMiYUqw,70,spotify_playlist,epic music,epic
,3 Am staring at my ceiling,Bubble Gum,Clairo,From Spotify playlist: 3 Am staring at my ceiling (curated by 我喜欢阴茎). Position 1.,,74,high,https://open.spotify.com/playlist/7831seWiAjwi9DGxb8anU3,spotify,,,,,,3 Am staring at my ceiling,7831seWiAjwi9DGxb8anU3,我喜欢阴茎,0,3zksbXteOCeSusJ5Xltr3t,74,spotify_playlist,3am thoughts,night_sleep
,3 Am staring at my ceiling,SLOW DANCING IN THE DARK,Joji,From Spotify playlist: 3 Am staring at my ceiling (curated by 我喜欢阴茎). Position 2.,,5,high,https://open.spotify.com/playlist/7831seWiAjwi9DGxb8anU3,spotify,,,,,,3 Am staring at my ceiling,7831seWiAjwi9DGxb8anU3,我喜欢阴茎,1,0rKtyWc8bvkriBthvHKY8d,5,spotify_playlist,3am thoughts,night_sleep
,3 Am staring at my ceiling,worldstar money (interlude),Joji,From Spotify playlist: 3 Am staring at my ceiling (curated by 我喜欢阴茎). Position 3.,,72,high,https://open.spotify.com/playlist/7831seWiAjwi9DGxb8anU3,spotify,,,,,,3 Am staring at my ceiling,7831seWiAjwi9DGxb8anU3,我喜欢阴茎,2,0baNzeUcPQnQSagpe8T0mD,72,spotify_playlist,3am thoughts,night_sleep
,3 Am staring at my ceiling,School Rooftop - Slowed Down Version,"Hisohkah, WMD",From Spotify playlist: 3 Am staring at my ceiling (curated by 我喜欢阴茎). Position 4.,,0,high,https://open.spotify.com/playlist/7831seWiAjwi9DGxb8anU3,spotify,,,,,,3 Am staring at my ceiling,7831seWiAjwi9DGxb8anU3,我喜欢阴茎,3,1IzqLAnLpITw7SArHU3286,0,spotify_playlist,3am thoughts,night_sleep
,3 Am staring at my ceiling,I Just Want to Be the One You Love,Cryst,From Spotify playlist: 3 Am staring at my ceiling (curated by 我喜欢阴茎). Position 5.,,4,high,https://open.spotify.com/playlist/7831seWiAjwi9DGxb8anU3,spotify,,,,,,3 Am staring at my ceiling,7831seWiAjwi9DGxb8anU3,我喜欢阴茎,4,5H92IwQV1tExrJPDXLyt9B,4,spotify_playlist,3am thoughts,night_sleep
,3 Am staring at my ceiling,we fell in love in october,girl in red,From Spotify playlist: 3 Am staring at my ceiling (curated by 我喜欢阴茎). Position 6.,,3,high,https://open.spotify.com/playlist/7831seWiAjwi9DGxb8anU3,spotify,,,,,,3 Am staring at my ceiling,7831seWiAjwi9DGxb8anU3,我喜欢阴茎,5,1BYZxKSf0aTxp8ZFoeyM3d,3,spotify_playlist,3am thoughts,night_sleep
,3 Am staring at my ceiling,novacaine,"AJP, Shiloh Dynasty",From Spotify playlist: 3 Am staring at my ceiling (curated by 我喜欢阴茎). Position 7.,,0,high,https://open.spotify.com/playlist/7831seWiAjwi9DGxb8anU3,spotify,,,,,,3 Am staring at my ceiling,7831seWiAjwi9DGxb8anU3,我喜欢阴茎,6,4f2aiMKJpFipEkaGf5Zmb7,0,spotify_playlist,3am thoughts,night_sleep
,3 Am staring at my ceiling,Out of My League,Fitz and The Tantrums,From Spotify playlist: 3 Am staring at my ceiling (curated by 我喜欢阴茎). Position 8.,,76,high,https://open.spotify.com/playlist/7831seWiAjwi9DGxb8anU3,spotify,,,,,,3 Am staring at my ceiling,7831seWiAjwi9DGxb8anU3,我喜欢阴茎,7,2AYEOC02WLhUiOoaig2SEH,76,spotify_playlist,3am thoughts,night_sleep
,3 Am staring at my ceiling,pouring outside,dyl dion,From Spotify playlist: 3 Am staring at my ceiling (curated by 我喜欢阴茎). Position 9.,,0,high,https://open.spotify.com/playlist/7831seWiAjwi9DGxb8anU3,spotify,,,,,,3 Am staring at my ceiling,7831seWiAjwi9DGxb8anU3,我喜欢阴茎,8,6IW56BQYrmMniYZBwGCNeL,0,spotify_playlist,3am thoughts,night_sleep
,3 Am staring at my ceiling,YEAH RIGHT,Joji,From Spotify playlist: 3 Am staring at my ceiling (curated by 我喜欢阴茎). Position 10.,,2,high,https://open.spotify.com/playlist/7831seWiAjwi9DGxb8anU3,spotify,,,,,,3 Am staring at my ceiling,7831seWiAjwi9DGxb8anU3,我喜欢阴茎,9,1VGzxJnVQND7Cg5H5wGj14,2,spotify_playlist,3am thoughts,night_sleep
,3 Am staring at my ceiling,"freaks but slowed, muffled echo",Dazel Ukuto,From Spotify playlist: 3 Am staring at my ceiling (curated by 我喜欢阴茎). Position 11.,,0,high,https://open.spotify.com/playlist/7831seWiAjwi9DGxb8anU3,spotify,,,,,,3 Am staring at my ceiling,7831seWiAjwi9DGxb8anU3,我喜欢阴茎,10,3j7VbHWftihT70fBSvT9Aa,0,spotify_playlist,3am thoughts,night_sleep
,3 Am staring at my ceiling,Mrs Magic,Strawberry Guy,From Spotify playlist: 3 Am staring at my ceiling (curated by 我喜欢阴茎). Position 12.,,0,high,https://open.spotify.com/playlist/7831seWiAjwi9DGxb8anU3,spotify,,,,,,3 Am staring at my ceiling,7831seWiAjwi9DGxb8anU3,我喜欢阴茎,11,45BBlVHECwB0uNt7BsJ97r,0,spotify_playlist,3am thoughts,night_sleep
,3 Am staring at my ceiling,More Than Friends,Aidan Bissett,From Spotify playlist: 3 Am staring at my ceiling (curated by 我喜欢阴茎). Position 13.,,60,high,https://open.spotify.com/playlist/7831seWiAjwi9DGxb8anU3,spotify,,,,,,3 Am staring at my ceiling,7831seWiAjwi9DGxb8anU3,我喜欢阴茎,12,1Ph96WpdjNlwD6iKRE2Xa3,60,spotify_playlist,3am thoughts,night_sleep
,3 Am staring at my ceiling,I'll Keep You Safe,"sagun, Shiloh Dynasty",From Spotify playlist: 3 Am staring at my ceiling (curated by 我喜欢阴茎). Position 14.,,63,high,https://open.spotify.com/playlist/7831seWiAjwi9DGxb8anU3,spotify,,,,,,3 Am staring at my ceiling,7831seWiAjwi9DGxb8anU3,我喜欢阴茎,13,01Rc6yXYtujAnMaR1NME11,63,spotify_playlist,3am thoughts,night_sleep
,3 Am staring at my ceiling,YKWIM? {slow//reverb},"Ryan Celsius Sounds, slow//reverb",From Spotify playlist: 3 Am staring at my ceiling (curated by 我喜欢阴茎). Position 15.,,55,high,https://open.spotify.com/playlist/7831seWiAjwi9DGxb8anU3,spotify,,,,,,3 Am staring at my ceiling,7831seWiAjwi9DGxb8anU3,我喜欢阴茎,14,3NLuRwdC33GHNouWUa0CUT,55,spotify_playlist,3am thoughts,night_sleep
,"Lil Tecca🤝 Summer (Dark thoughts,500lbs,Ransom + some more Lil Tecca songs) - Bro soloed Carti’s album  (I am music)with dark thoughts🤡🔥🗣️🔥💀🫡🐐🐐🐐 that album sounded like it was done in 30 mins all bro did was put auto tune to the max or scream or smth like that fr it was 🗑️🤡🤢🤮👎🏽",Dark Thoughts,Lil Tecca,"From Spotify playlist: Lil Tecca🤝 Summer (Dark thoughts,500lbs,Ransom + some more Lil Tecca songs) (curated by SSG). Position 1.",,54,high,https://open.spotify.com/playlist/2BDZgEYAMJZ4729I7XN7LX,spotify,,,,,,"Lil Tecca🤝 Summer (Dark thoughts,500lbs,Ransom + some more Lil Tecca songs)",2BDZgEYAMJZ4729I7XN7LX,SSG,0,4z0QjhdKJ9RB8BPFux1Bci,54,spotify_playlist,3am thoughts,night_sleep
,"Lil Tecca🤝 Summer (Dark thoughts,500lbs,Ransom + some more Lil Tecca songs) - Bro soloed Carti’s album  (I am music)with dark thoughts🤡🔥🗣️🔥💀🫡🐐🐐🐐 that album sounded like it was done in 30 mins all bro did was put auto tune to the max or scream or smth like that fr it was 🗑️🤡🤢🤮👎🏽",Dark Thoughts,Lil Tecca,"From Spotify playlist: Lil Tecca🤝 Summer (Dark thoughts,500lbs,Ransom + some more Lil Tecca songs) (curated by SSG). Position 2.",,77,high,https://open.spotify.com/playlist/2BDZgEYAMJZ4729I7XN7LX,spotify,,,,,,"Lil Tecca🤝 Summer (Dark thoughts,500lbs,Ransom + some more Lil Tecca songs)",2BDZgEYAMJZ4729I7XN7LX,SSG,1,7EW7Yivb93qKAtp5qEm5of,77,spotify_playlist,3am thoughts,night_sleep
,"Lil Tecca🤝 Summer (Dark thoughts,500lbs,Ransom + some more Lil Tecca songs) - Bro soloed Carti’s album  (I am music)with dark thoughts🤡🔥🗣️🔥💀🫡🐐🐐🐐 that album sounded like it was done in 30 mins all bro did was put auto tune to the max or scream or smth like that fr it was 🗑️🤡🤢🤮👎🏽",500lbs,Lil Tecca,"From Spotify playlist: Lil Tecca🤝 Summer (Dark thoughts,500lbs,Ransom + some more Lil Tecca songs) (curated by SSG). Position 3.",,47,high,https://open.spotify.com/playlist/2BDZgEYAMJZ4729I7XN7LX,spotify,,,,,,"Lil Tecca🤝 Summer (Dark thoughts,500lbs,Ransom + some more Lil Tecca songs)",2BDZgEYAMJZ4729I7XN7LX,SSG,2,63pdinYzjXM9QZX37SLXIz,47,spotify_playlist,3am thoughts,night_sleep
,"Lil Tecca🤝 Summer (Dark thoughts,500lbs,Ransom + some more Lil Tecca songs) - Bro soloed Carti’s album  (I am music)with dark thoughts🤡🔥🗣️🔥💀🫡🐐🐐🐐 that album sounded like it was done in 30 mins all bro did was put auto tune to the max or scream or smth like that fr it was 🗑️🤡🤢🤮👎🏽",500lbs,Lil Tecca,"From Spotify playlist: Lil Tecca🤝 Summer (Dark thoughts,500lbs,Ransom + some more Lil Tecca songs) (curated by SSG). Position 4.",,78,high,https://open.spotify.com/playlist/2BDZgEYAMJZ4729I7XN7LX,spotify,,,,,,"Lil Tecca🤝 Summer (Dark thoughts,500lbs,Ransom + some more Lil Tecca songs)",2BDZgEYAMJZ4729I7XN7LX,SSG,3,6rjuKpPydT2SxN15TZpV7r,78,spotify_playlist,3am thoughts,night_sleep
,"Lil Tecca🤝 Summer (Dark thoughts,500lbs,Ransom + some more Lil Tecca songs) - Bro soloed Carti’s album  (I am music)with dark thoughts🤡🔥🗣️🔥💀🫡🐐🐐🐐 that album sounded like it was done in 30 mins all bro did was put auto tune to the max or scream or smth like that fr it was 🗑️🤡🤢🤮👎🏽",500lbs,Lil Tecca,"From Spotify playlist: Lil Tecca🤝 Summer (Dark thoughts,500lbs,Ransom + some more Lil Tecca songs) (curated by SSG). Position 5.",,32,high,https://open.spotify.com/playlist/2BDZgEYAMJZ4729I7XN7LX,spotify,,,,,,"Lil Tecca🤝 Summer (Dark thoughts,500lbs,Ransom + some more Lil Tecca songs)",2BDZgEYAMJZ4729I7XN7LX,SSG,4,587h9AymMwpyYC1npI5xcF,32,spotify_playlist,3am thoughts,night_sleep
,"Lil Tecca🤝 Summer (Dark thoughts,500lbs,Ransom + some more Lil Tecca songs) - Bro soloed Carti’s album  (I am music)with dark thoughts🤡🔥🗣️🔥💀🫡🐐🐐🐐 that album sounded like it was done in 30 mins all bro did was put auto tune to the max or scream or smth like that fr it was 🗑️🤡🤢🤮👎🏽",500lbs,Lil Tecca,"From Spotify playlist: Lil Tecca🤝 Summer (Dark thoughts,500lbs,Ransom + some more Lil Tecca songs) (curated by SSG). Position 6.",,65,high,https://open.spotify.com/playlist/2BDZgEYAMJZ4729I7XN7LX,spotify,,,,,,"Lil Tecca🤝 Summer (Dark thoughts,500lbs,Ransom + some more Lil Tecca songs)",2BDZgEYAMJZ4729I7XN7LX,SSG,5,1xWkeSPhf3bZqHY7Ncz8vp,65,spotify_playlist,3am thoughts,night_sleep
,"Lil Tecca🤝 Summer (Dark thoughts,500lbs,Ransom + some more Lil Tecca songs) - Bro soloed Carti’s album  (I am music)with dark thoughts🤡🔥🗣️🔥💀🫡🐐🐐🐐 that album sounded like it was done in 30 mins all bro did was put auto tune to the max or scream or smth like that fr it was 🗑️🤡🤢🤮👎🏽",500lbs,Lil Tecca,"From Spotify playlist: Lil Tecca🤝 Summer (Dark thoughts,500lbs,Ransom + some more Lil Tecca songs) (curated by SSG). Position 7.",,41,high,https://open.spotify.com/playlist/2BDZgEYAMJZ4729I7XN7LX,spotify,,,,,,"Lil Tecca🤝 Summer (Dark thoughts,500lbs,Ransom + some more Lil Tecca songs)",2BDZgEYAMJZ4729I7XN7LX,SSG,6,3UOoZsU2WE1cIvJUM40zst,41,spotify_playlist,3am thoughts,night_sleep
,"Lil Tecca🤝 Summer (Dark thoughts,500lbs,Ransom + some more Lil Tecca songs) - Bro soloed Carti’s album  (I am music)with dark thoughts🤡🔥🗣️🔥💀🫡🐐🐐🐐 that album sounded like it was done in 30 mins all bro did was put auto tune to the max or scream or smth like that fr it was 🗑️🤡🤢🤮👎🏽",500lbs,Lil Tecca,"From Spotify playlist: Lil Tecca🤝 Summer (Dark thoughts,500lbs,Ransom + some more Lil Tecca songs) (curated by SSG). Position 8.",,34,high,https://open.spotify.com/playlist/2BDZgEYAMJZ4729I7XN7LX,spotify,,,,,,"Lil Tecca🤝 Summer (Dark thoughts,500lbs,Ransom + some more Lil Tecca songs)",2BDZgEYAMJZ4729I7XN7LX,SSG,7,0NTDs8PnLkLIBenWHRfda5,34,spotify_playlist,3am thoughts,night_sleep
,"Lil Tecca🤝 Summer (Dark thoughts,500lbs,Ransom + some more Lil Tecca songs) - Bro soloed Carti’s album  (I am music)with dark thoughts🤡🔥🗣️🔥💀🫡🐐🐐🐐 that album sounded like it was done in 30 mins all bro did was put auto tune to the max or scream or smth like that fr it was 🗑️🤡🤢🤮👎🏽",500lbs,Lil Tecca,"From Spotify playlist: Lil Tecca🤝 Summer (Dark thoughts,500lbs,Ransom + some more Lil Tecca songs) (curated by SSG). Position 9.",,9,high,https://open.spotify.com/playlist/2BDZgEYAMJZ4729I7XN7LX,spotify,,,,,,"Lil Tecca🤝 Summer (Dark thoughts,500lbs,Ransom + some more Lil Tecca songs)",2BDZgEYAMJZ4729I7XN7LX,SSG,8,0x99ZSb4Ucu41mPy9gIYBm,9,spotify_playlist,3am thoughts,night_sleep
,"Lil Tecca🤝 Summer (Dark thoughts,500lbs,Ransom + some more Lil Tecca songs) - Bro soloed Carti’s album  (I am music)with dark thoughts🤡🔥🗣️🔥💀🫡🐐🐐🐐 that album sounded like it was done in 30 mins all bro did was put auto tune to the max or scream or smth like that fr it was 🗑️🤡🤢🤮👎🏽",Ransom,Lil Tecca,"From Spotify playlist: Lil Tecca🤝 Summer (Dark thoughts,500lbs,Ransom + some more Lil Tecca songs) (curated by SSG). Position 10.",,82,high,https://open.spotify.com/playlist/2BDZgEYAMJZ4729I7XN7LX,spotify,,,,,,"Lil Tecca🤝 Summer (Dark thoughts,500lbs,Ransom + some more Lil Tecca songs)",2BDZgEYAMJZ4729I7XN7LX,SSG,9,1lOe9qE0vR9zwWQAOk6CoO,82,spotify_playlist,3am thoughts,night_sleep
,"Lil Tecca🤝 Summer (Dark thoughts,500lbs,Ransom + some more Lil Tecca songs) - Bro soloed Carti’s album  (I am music)with dark thoughts🤡🔥🗣️🔥💀🫡🐐🐐🐐 that album sounded like it was done in 30 mins all bro did was put auto tune to the max or scream or smth like that fr it was 🗑️🤡🤢🤮👎🏽",Ransom (with Juice WRLD) - Remix,"Lil Tecca, Juice WRLD","From Spotify playlist: Lil Tecca🤝 Summer (Dark thoughts,500lbs,Ransom + some more Lil Tecca songs) (curated by SSG). Position 11.",,73,high,https://open.spotify.com/playlist/2BDZgEYAMJZ4729I7XN7LX,spotify,,,,,,"Lil Tecca🤝 Summer (Dark thoughts,500lbs,Ransom + some more Lil Tecca songs)",2BDZgEYAMJZ4729I7XN7LX,SSG,10,2WsuSYJNXGKXVYkHPnq2yp,73,spotify_playlist,3am thoughts,night_sleep
,"Lil Tecca🤝 Summer (Dark thoughts,500lbs,Ransom + some more Lil Tecca songs) - Bro soloed Carti’s album  (I am music)with dark thoughts🤡🔥🗣️🔥💀🫡🐐🐐🐐 that album sounded like it was done in 30 mins all bro did was put auto tune to the max or scream or smth like that fr it was 🗑️🤡🤢🤮👎🏽",Ransom,Lil Tecca,"From Spotify playlist: Lil Tecca🤝 Summer (Dark thoughts,500lbs,Ransom + some more Lil Tecca songs) (curated by SSG). Position 12.",,59,high,https://open.spotify.com/playlist/2BDZgEYAMJZ4729I7XN7LX,spotify,,,,,,"Lil Tecca🤝 Summer (Dark thoughts,500lbs,Ransom + some more Lil Tecca songs)",2BDZgEYAMJZ4729I7XN7LX,SSG,11,5LpzUEzPfHN7YYKHbCJrmR,59,spotify_playlist,3am thoughts,night_sleep
,"Lil Tecca🤝 Summer (Dark thoughts,500lbs,Ransom + some more Lil Tecca songs) - Bro soloed Carti’s album  (I am music)with dark thoughts🤡🔥🗣️🔥💀🫡🐐🐐🐐 that album sounded like it was done in 30 mins all bro did was put auto tune to the max or scream or smth like that fr it was 🗑️🤡🤢🤮👎🏽",Ransom - slowed+reverb,scarlett2000,"From Spotify playlist: Lil Tecca🤝 Summer (Dark thoughts,500lbs,Ransom + some more Lil Tecca songs) (curated by SSG). Position 13.",,48,high,https://open.spotify.com/playlist/2BDZgEYAMJZ4729I7XN7LX,spotify,,,,,,"Lil Tecca🤝 Summer (Dark thoughts,500lbs,Ransom + some more Lil Tecca songs)",2BDZgEYAMJZ4729I7XN7LX,SSG,12,75CDT9hqWRMEpx8YWxNEAt,48,spotify_playlist,3am thoughts,night_sleep
,"Lil Tecca🤝 Summer (Dark thoughts,500lbs,Ransom + some more Lil Tecca songs) - Bro soloed Carti’s album  (I am music)with dark thoughts🤡🔥🗣️🔥💀🫡🐐🐐🐐 that album sounded like it was done in 30 mins all bro did was put auto tune to the max or scream or smth like that fr it was 🗑️🤡🤢🤮👎🏽",LOT OF ME,Lil Tecca,"From Spotify playlist: Lil Tecca🤝 Summer (Dark thoughts,500lbs,Ransom + some more Lil Tecca songs) (curated by SSG). Position 14.",,75,high,https://open.spotify.com/playlist/2BDZgEYAMJZ4729I7XN7LX,spotify,,,,,,"Lil Tecca🤝 Summer (Dark thoughts,500lbs,Ransom + some more Lil Tecca songs)",2BDZgEYAMJZ4729I7XN7LX,SSG,13,2ZXxRC6V6AXzMdbLQZMHSB,75,spotify_playlist,3am thoughts,night_sleep
,"Lil Tecca🤝 Summer (Dark thoughts,500lbs,Ransom + some more Lil Tecca songs) - Bro soloed Carti’s album  (I am music)with dark thoughts🤡🔥🗣️🔥💀🫡🐐🐐🐐 that album sounded like it was done in 30 mins all bro did was put auto tune to the max or scream or smth like that fr it was 🗑️🤡🤢🤮👎🏽",LOT OF ME,Lil Tecca,"From Spotify playlist: Lil Tecca🤝 Summer (Dark thoughts,500lbs,Ransom + some more Lil Tecca songs) (curated by SSG). Position 15.",,44,high,https://open.spotify.com/playlist/2BDZgEYAMJZ4729I7XN7LX,spotify,,,,,,"Lil Tecca🤝 Summer (Dark thoughts,500lbs,Ransom + some more Lil Tecca songs)",2BDZgEYAMJZ4729I7XN7LX,SSG,14,7e7Iq9lhisbqgRwxaCVvYd,44,spotify_playlist,3am thoughts,night_sleep
,🥱Midnight Vibes🌓,Atlantis,Seafret,From Spotify playlist: 🥱Midnight Vibes🌓 (curated by Booker). Position 1.,,81,high,https://open.spotify.com/playlist/5nDUz2L0tmNNaDMD2pRJg8,spotify,,,,,,🥱Midnight Vibes🌓,5nDUz2L0tmNNaDMD2pRJg8,Booker,0,1Fid2jjqsHViMX6xNH70hE,81,spotify_playlist,midnight music,night_sleep
,🥱Midnight Vibes🌓,Ophelia,The Lumineers,From Spotify playlist: 🥱Midnight Vibes🌓 (curated by Booker). Position 2.,,5,high,https://open.spotify.com/playlist/5nDUz2L0tmNNaDMD2pRJg8,spotify,,,,,,🥱Midnight Vibes🌓,5nDUz2L0tmNNaDMD2pRJg8,Booker,1,3d8y0t70g7hw2FOWl9Z4Fm,5,spotify_playlist,midnight music,night_sleep
,🥱Midnight Vibes🌓,Ho Hey,The Lumineers,From Spotify playlist: 🥱Midnight Vibes🌓 (curated by Booker). Position 3.,,5,high,https://open.spotify.com/playlist/5nDUz2L0tmNNaDMD2pRJg8,spotify,,,,,,🥱Midnight Vibes🌓,5nDUz2L0tmNNaDMD2pRJg8,Booker,2,0W4Kpfp1w2xkY3PrV714B7,5,spotify_playlist,midnight music,night_sleep
,🥱Midnight Vibes🌓,Revenge,XXXTENTACION,From Spotify playlist: 🥱Midnight Vibes🌓 (curated by Booker). Position 4.,,81,high,https://open.spotify.com/playlist/5nDUz2L0tmNNaDMD2pRJg8,spotify,,,,,,🥱Midnight Vibes🌓,5nDUz2L0tmNNaDMD2pRJg8,Booker,3,5TXDeTFVRVY7Cvt0Dw4vWW,81,spotify_playlist,midnight music,night_sleep
,🥱Midnight Vibes🌓,Another Love,Tom Odell,From Spotify playlist: 🥱Midnight Vibes🌓 (curated by Booker). Position 5.,,63,high,https://open.spotify.com/playlist/5nDUz2L0tmNNaDMD2pRJg8,spotify,,,,,,🥱Midnight Vibes🌓,5nDUz2L0tmNNaDMD2pRJg8,Booker,4,7otCGmgp9h4CsR2LhwB6gt,63,spotify_playlist,midnight music,night_sleep
,🥱Midnight Vibes🌓,Romantic Homicide,d4vd,From Spotify playlist: 🥱Midnight Vibes🌓 (curated by Booker). Position 6.,,87,high,https://open.spotify.com/playlist/5nDUz2L0tmNNaDMD2pRJg8,spotify,,,,,,🥱Midnight Vibes🌓,5nDUz2L0tmNNaDMD2pRJg8,Booker,5,1xK59OXxi2TAAAbmZK0kBL,87,spotify_playlist,midnight music,night_sleep
,🥱Midnight Vibes🌓,Upside Down,Jack Johnson,From Spotify playlist: 🥱Midnight Vibes🌓 (curated by Booker). Position 7.,,69,high,https://open.spotify.com/playlist/5nDUz2L0tmNNaDMD2pRJg8,spotify,,,,,,🥱Midnight Vibes🌓,5nDUz2L0tmNNaDMD2pRJg8,Booker,6,6shRGWCtBUOPFLFTTqXZIC,69,spotify_playlist,midnight music,night_sleep
,🥱Midnight Vibes🌓,Until I Found You,Stephen Sanchez,From Spotify playlist: 🥱Midnight Vibes🌓 (curated by Booker). Position 8.,,78,high,https://open.spotify.com/playlist/5nDUz2L0tmNNaDMD2pRJg8,spotify,,,,,,🥱Midnight Vibes🌓,5nDUz2L0tmNNaDMD2pRJg8,Booker,7,0T5iIrXA4p5GsubkhuBIKV,78,spotify_playlist,midnight music,night_sleep
,🥱Midnight Vibes🌓,Riptide,Vance Joy,From Spotify playlist: 🥱Midnight Vibes🌓 (curated by Booker). Position 9.,,10,high,https://open.spotify.com/playlist/5nDUz2L0tmNNaDMD2pRJg8,spotify,,,,,,🥱Midnight Vibes🌓,5nDUz2L0tmNNaDMD2pRJg8,Booker,8,3JvrhDOgAt6p7K8mDyZwRd,10,spotify_playlist,midnight music,night_sleep
,🥱Midnight Vibes🌓,Stolen Dance,Milky Chance,From Spotify playlist: 🥱Midnight Vibes🌓 (curated by Booker). Position 10.,,74,high,https://open.spotify.com/playlist/5nDUz2L0tmNNaDMD2pRJg8,spotify,,,,,,🥱Midnight Vibes🌓,5nDUz2L0tmNNaDMD2pRJg8,Booker,9,0ZfByLXCeKchuj7zi1CJ0S,74,spotify_playlist,midnight music,night_sleep
,🥱Midnight Vibes🌓,Freaks,Surf Curse,From Spotify playlist: 🥱Midnight Vibes🌓 (curated by Booker). Position 11.,,84,high,https://open.spotify.com/playlist/5nDUz2L0tmNNaDMD2pRJg8,spotify,,,,,,🥱Midnight Vibes🌓,5nDUz2L0tmNNaDMD2pRJg8,Booker,10,7EkWXAI1wn8Ii883ecd9xr,84,spotify_playlist,midnight music,night_sleep
,🥱Midnight Vibes🌓,Atlantis - Extra Sped Up Version,"Seafret, sped up + slowed",From Spotify playlist: 🥱Midnight Vibes🌓 (curated by Booker). Position 12.,,57,high,https://open.spotify.com/playlist/5nDUz2L0tmNNaDMD2pRJg8,spotify,,,,,,🥱Midnight Vibes🌓,5nDUz2L0tmNNaDMD2pRJg8,Booker,11,3u6PxWema1snbjLbFEyjkJ,57,spotify_playlist,midnight music,night_sleep
